prefix	length	first	prediction	default	accuracy	upper_bound	num_captured	num_captured_correct	num_not_captured
333, 281, 110, 176	4	333	1, 1, 1, 0	0	0.887323943662	1.0	182	182	457
333, 281, 110, 178	4	333	1, 1, 1, 0	0	0.887323943662	1.0	182	182	457
333, 281, 110, 303	4	333	1, 1, 1, 0	0	0.895148669797	1.0	187	187	452
333, 281, 110, 372	4	333	1, 1, 1, 0	0	0.882629107981	1.0	179	179	460
333, 281, 110, 53	4	333	1, 1, 1, 1	0	0.91392801252	1.0	199	199	440
333, 281, 153, 134	4	333	1, 1, 0, 0	0	0.790297339593	1.0	166	166	473
333, 281, 153, 176	4	333	1, 1, 0, 0	0	0.782472613459	1.0	161	161	478
333, 281, 153, 55	4	333	1, 1, 0, 1	0	0.773082942097	1.0	155	155	484
333, 281, 176, 134	4	333	1, 1, 0, 0	0	0.794992175274	1.0	169	169	470
333, 281, 178, 134	4	333	1, 1, 0, 0	0	0.794992175274	1.0	169	169	470
333, 281, 178, 153	4	333	1, 1, 0, 0	0	0.782472613459	1.0	161	161	478
333, 281, 178, 176	4	333	1, 1, 0, 0	0	0.787167449139	1.0	164	164	475
333, 281, 178, 372	4	333	1, 1, 0, 0	0	0.782472613459	1.0	161	161	478
333, 281, 51, 134	4	333	1, 1, 0, 0	0	0.807511737089	1.0	177	177	462
333, 281, 51, 153	4	333	1, 1, 0, 0	0	0.794992175274	1.0	169	169	470
333, 281, 51, 176	4	333	1, 1, 0, 0	0	0.799687010955	1.0	172	172	467
333, 281, 51, 178	4	333	1, 1, 0, 0	0	0.799687010955	1.0	172	172	467
333, 281, 51, 372	4	333	1, 1, 0, 0	0	0.794992175274	1.0	169	169	470
333, 29, 110, 134	4	333	1, 1, 1, 0	0	0.907668231612	1.0	191	191	448
333, 29, 110, 153	4	333	1, 1, 1, 0	0	0.895148669797	1.0	183	183	456
333, 29, 110, 176	4	333	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
333, 29, 110, 178	4	333	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
333, 29, 110, 281	4	333	1, 1, 1, 1	0	0.928012519562	1.0	204	204	435
333, 29, 110, 372	4	333	1, 1, 1, 0	0	0.895148669797	1.0	183	183	456
333, 29, 110, 53	4	333	1, 1, 1, 1	0	0.926447574335	1.0	203	203	436
333, 29, 153, 134	4	333	1, 1, 0, 0	0	0.802816901408	1.0	170	170	469
333, 29, 153, 178	4	333	1, 1, 0, 0	0	0.794992175274	1.0	165	165	474
333, 29, 153, 372	4	333	1, 1, 0, 0	0	0.790297339593	1.0	162	162	477
333, 29, 153, 55	4	333	1, 1, 0, 1	0	0.799687010955	1.0	168	168	471
333, 29, 176, 134	4	333	1, 1, 0, 0	0	0.807511737089	1.0	173	173	466
333, 29, 176, 153	4	333	1, 1, 0, 0	0	0.794992175274	1.0	165	165	474
333, 29, 176, 178	4	333	1, 1, 0, 0	0	0.799687010955	1.0	168	168	471
333, 29, 176, 372	4	333	1, 1, 0, 0	0	0.794992175274	1.0	165	165	474
333, 29, 178, 134	4	333	1, 1, 0, 0	0	0.807511737089	1.0	173	173	466
333, 29, 178, 372	4	333	1, 1, 0, 0	0	0.794992175274	1.0	165	165	474
333, 29, 281, 134	4	333	1, 1, 1, 0	0	0.907668231612	1.0	191	191	448
333, 29, 281, 153	4	333	1, 1, 1, 0	0	0.895148669797	1.0	183	183	456
333, 29, 281, 176	4	333	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
333, 29, 281, 178	4	333	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
333, 29, 281, 372	4	333	1, 1, 1, 0	0	0.895148669797	1.0	183	183	456
333, 29, 281, 53	4	333	1, 1, 1, 1	0	0.926447574335	1.0	203	203	436
333, 29, 51, 134	4	333	1, 1, 0, 0	0	0.820031298905	1.0	181	181	458
333, 29, 51, 153	4	333	1, 1, 0, 0	0	0.807511737089	1.0	173	173	466
333, 29, 51, 176	4	333	1, 1, 0, 0	0	0.81220657277	1.0	176	176	463
333, 29, 51, 178	4	333	1, 1, 0, 0	0	0.81220657277	1.0	176	176	463
333, 29, 51, 281	4	333	1, 1, 0, 1	0	0.840375586854	1.0	194	194	445
333, 29, 51, 372	4	333	1, 1, 0, 0	0	0.807511737089	1.0	173	173	466
333, 29, 51, 53	4	333	1, 1, 0, 1	0	0.840375586854	1.0	194	194	445
333, 29, 53, 134	4	333	1, 1, 1, 0	0	0.907668231612	1.0	191	191	448
333, 29, 53, 153	4	333	1, 1, 1, 0	0	0.895148669797	1.0	183	183	456
333, 29, 53, 176	4	333	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
333, 29, 53, 178	4	333	1, 1, 1, 0	0	0.899843505477	1.0	186	186	453
333, 29, 53, 372	4	333	1, 1, 1, 0	0	0.895148669797	1.0	183	183	456
333, 304, 110, 100	4	333	1, 1, 1, 0	0	0.926447574335	1.0	196	196	443
333, 304, 110, 121	4	333	1, 1, 1, 0	0	0.924882629108	1.0	195	195	444
333, 304, 110, 125	4	333	1, 1, 1, 0	0	0.920187793427	1.0	192	192	447
333, 304, 110, 134	4	333	1, 1, 1, 0	0	0.929577464789	1.0	198	198	441
333, 304, 110, 153	4	333	1, 1, 1, 0	0	0.917057902973	1.0	190	190	449
333, 304, 110, 176	4	333	1, 1, 1, 0	0	0.921752738654	1.0	193	193	446
333, 304, 110, 178	4	333	1, 1, 1, 0	0	0.921752738654	1.0	193	193	446
333, 304, 110, 19	4	333	1, 1, 1, 1	0	0.962441314554	1.0	219	219	420
333, 304, 110, 281	4	333	1, 1, 1, 1	0	0.951486697966	1.0	212	212	427
333, 304, 110, 29	4	333	1, 1, 1, 1	0	0.957746478873	1.0	216	216	423
333, 304, 110, 313	4	333	1, 1, 1, 0	0	0.929577464789	1.0	198	198	441
333, 304, 110, 314	4	333	1, 1, 1, 1	0	0.960876369327	1.0	218	218	421
333, 304, 110, 325	4	333	1, 1, 1, 0	0	0.951486697966	1.0	212	212	427
333, 304, 110, 353	4	333	1, 1, 1, 0	0	0.9186228482	1.0	191	191	448
333, 304, 110, 372	4	333	1, 1, 1, 0	0	0.917057902973	1.0	190	190	449
333, 304, 110, 374	4	333	1, 1, 1, 0	0	0.9186228482	1.0	191	191	448
333, 304, 110, 53	4	333	1, 1, 1, 1	0	0.949921752739	1.0	211	211	428
333, 304, 110, 65	4	333	1, 1, 1, 0	0	0.921752738654	1.0	193	193	446
333, 304, 153, 134	4	333	1, 1, 0, 0	0	0.824726134585	1.0	177	177	462
333, 304, 153, 176	4	333	1, 1, 0, 0	0	0.816901408451	1.0	172	172	467
333, 304, 153, 178	4	333	1, 1, 0, 0	0	0.816901408451	1.0	172	172	467
333, 304, 153, 372	4	333	1, 1, 0, 0	0	0.81220657277	1.0	169	169	470
333, 304, 153, 55	4	333	1, 1, 0, 1	0	0.804381846635	1.0	164	164	475
333, 304, 176, 134	4	333	1, 1, 0, 0	0	0.829420970266	1.0	180	180	459
333, 304, 176, 178	4	333	1, 1, 0, 0	0	0.821596244131	1.0	175	175	464
333, 304, 176, 372	4	333	1, 1, 0, 0	0	0.816901408451	1.0	172	172	467
333, 304, 19, 134	4	333	1, 1, 1, 0	0	0.957746478873	1.0	207	207	432
333, 304, 19, 153	4	333	1, 1, 1, 0	0	0.945226917058	1.0	199	199	440
333, 304, 19, 176	4	333	1, 1, 1, 0	0	0.949921752739	1.0	202	202	437
333, 304, 19, 178	4	333	1, 1, 1, 0	0	0.949921752739	1.0	202	202	437
333, 304, 19, 281	4	333	1, 1, 1, 1	0	0.978090766823	1.0	220	220	419
333, 304, 19, 29	4	333	1, 1, 1, 1	0	0.984350547731	1.0	224	224	415
333, 304, 19, 314	4	333	1, 1, 1, 1	0	0.987480438185	1.0	226	226	413
333, 304, 19, 371	4	333	1, 1, 1, 0	0	0.960876369327	1.0	209	209	430
333, 304, 19, 372	4	333	1, 1, 1, 0	0	0.945226917058	1.0	199	199	440
333, 304, 19, 53	4	333	1, 1, 1, 1	0	0.97965571205	1.0	221	221	418
333, 304, 281, 106	4	333	1, 1, 1, 0	0	0.926447574335	1.0	195	195	444
333, 304, 281, 134	4	333	1, 1, 1, 0	0	0.932707355243	1.0	199	199	440
333, 304, 281, 153	4	333	1, 1, 1, 0	0	0.920187793427	1.0	191	191	448
333, 304, 281, 176	4	333	1, 1, 1, 0	0	0.924882629108	1.0	194	194	445
333, 304, 281, 178	4	333	1, 1, 1, 0	0	0.924882629108	1.0	194	194	445
333, 304, 281, 193	4	333	1, 1, 1, 0	0	0.9186228482	1.0	190	190	449
333, 304, 281, 197	4	333	1, 1, 1, 0	0	0.924882629108	1.0	194	194	445
333, 304, 281, 212	4	333	1, 1, 1, 0	0	0.926447574335	1.0	195	195	444
333, 304, 281, 263	4	333	1, 1, 1, 0	0	0.953051643192	1.0	212	212	427
333, 304, 281, 269	4	333	1, 1, 1, 0	0	0.924882629108	1.0	194	194	445
333, 304, 281, 320	4	333	1, 1, 1, 0	0	0.920187793427	1.0	191	191	448
333, 304, 281, 372	4	333	1, 1, 1, 0	0	0.920187793427	1.0	191	191	448
333, 304, 281, 98	4	333	1, 1, 1, 0	0	0.921752738654	1.0	192	192	447
333, 304, 29, 134	4	333	1, 1, 1, 0	0	0.945226917058	1.0	203	203	436
333, 304, 29, 153	4	333	1, 1, 1, 0	0	0.932707355243	1.0	195	195	444
333, 304, 29, 176	4	333	1, 1, 1, 0	0	0.937402190923	1.0	198	198	441
333, 304, 29, 178	4	333	1, 1, 1, 0	0	0.937402190923	1.0	198	198	441
333, 304, 29, 281	4	333	1, 1, 1, 1	0	0.965571205008	1.0	216	216	423
333, 304, 29, 372	4	333	1, 1, 1, 0	0	0.932707355243	1.0	195	195	444
333, 304, 29, 53	4	333	1, 1, 1, 1	0	0.965571205008	1.0	216	216	423
333, 304, 314, 134	4	333	1, 1, 1, 0	0	0.951486697966	1.0	205	205	434
333, 304, 314, 144	4	333	1, 1, 1, 0	0	0.948356807512	1.0	203	203	436
333, 304, 314, 153	4	333	1, 1, 1, 0	0	0.93896713615	1.0	197	197	442
333, 304, 314, 176	4	333	1, 1, 1, 0	0	0.943661971831	1.0	200	200	439
333, 304, 314, 178	4	333	1, 1, 1, 0	0	0.943661971831	1.0	200	200	439
333, 304, 314, 281	4	333	1, 1, 1, 1	0	0.973395931142	1.0	219	219	420
333, 304, 314, 29	4	333	1, 1, 1, 1	0	0.978090766823	1.0	222	222	417
333, 304, 314, 372	4	333	1, 1, 1, 0	0	0.93896713615	1.0	197	197	442
333, 304, 314, 53	4	333	1, 1, 1, 1	0	0.971830985915	1.0	218	218	421
333, 304, 51, 134	4	333	1, 1, 0, 0	0	0.841940532081	1.0	188	188	451
333, 304, 51, 153	4	333	1, 1, 0, 0	0	0.829420970266	1.0	180	180	459
333, 304, 51, 176	4	333	1, 1, 0, 0	0	0.834115805947	1.0	183	183	456
333, 304, 51, 178	4	333	1, 1, 0, 0	0	0.834115805947	1.0	183	183	456
333, 304, 51, 19	4	333	1, 1, 0, 1	0	0.876369327074	1.0	210	210	429
333, 304, 51, 281	4	333	1, 1, 0, 1	0	0.863849765258	1.0	202	202	437
333, 304, 51, 29	4	333	1, 1, 0, 1	0	0.870109546166	1.0	206	206	433
333, 304, 51, 314	4	333	1, 1, 0, 1	0	0.87323943662	1.0	208	208	431
333, 304, 51, 372	4	333	1, 1, 0, 0	0	0.829420970266	1.0	180	180	459
333, 304, 51, 53	4	333	1, 1, 0, 1	0	0.863849765258	1.0	202	202	437
333, 304, 53, 134	4	333	1, 1, 1, 0	0	0.932707355243	1.0	199	199	440
333, 304, 53, 153	4	333	1, 1, 1, 0	0	0.920187793427	1.0	191	191	448
333, 304, 53, 176	4	333	1, 1, 1, 0	0	0.924882629108	1.0	194	194	445
333, 304, 53, 178	4	333	1, 1, 1, 0	0	0.924882629108	1.0	194	194	445
333, 304, 53, 281	4	333	1, 1, 1, 1	0	0.953051643192	1.0	212	212	427
333, 304, 53, 372	4	333	1, 1, 1, 0	0	0.920187793427	1.0	191	191	448
333, 314, 110, 134	4	333	1, 1, 1, 0	0	0.917057902973	1.0	194	194	445
333, 314, 110, 153	4	333	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
333, 314, 110, 176	4	333	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
333, 314, 110, 178	4	333	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
333, 314, 110, 281	4	333	1, 1, 1, 1	0	0.93896713615	1.0	208	208	431
333, 314, 110, 29	4	333	1, 1, 1, 1	0	0.943661971831	1.0	211	211	428
333, 314, 110, 372	4	333	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
333, 314, 110, 53	4	333	1, 1, 1, 1	0	0.935837245696	1.0	206	206	433
333, 314, 153, 134	4	333	1, 1, 0, 0	0	0.81220657277	1.0	173	173	466
333, 314, 153, 178	4	333	1, 1, 0, 0	0	0.804381846635	1.0	168	168	471
333, 314, 153, 372	4	333	1, 1, 0, 0	0	0.799687010955	1.0	165	165	474
333, 314, 153, 55	4	333	1, 1, 0, 1	0	0.809076682316	1.0	171	171	468
333, 314, 176, 134	4	333	1, 1, 0, 0	0	0.816901408451	1.0	176	176	463
333, 314, 176, 153	4	333	1, 1, 0, 0	0	0.804381846635	1.0	168	168	471
333, 314, 176, 178	4	333	1, 1, 0, 0	0	0.809076682316	1.0	171	171	468
333, 314, 176, 372	4	333	1, 1, 0, 0	0	0.804381846635	1.0	168	168	471
333, 314, 281, 134	4	333	1, 1, 1, 0	0	0.920187793427	1.0	195	195	444
333, 314, 281, 153	4	333	1, 1, 1, 0	0	0.907668231612	1.0	187	187	452
333, 314, 281, 176	4	333	1, 1, 1, 0	0	0.912363067293	1.0	190	190	449
333, 314, 281, 178	4	333	1, 1, 1, 0	0	0.912363067293	1.0	190	190	449
333, 314, 281, 211	4	333	1, 1, 1, 0	0	0.907668231612	1.0	187	187	452
333, 314, 281, 372	4	333	1, 1, 1, 0	0	0.907668231612	1.0	187	187	452
333, 314, 281, 53	4	333	1, 1, 1, 1	0	0.93896713615	1.0	207	207	432
333, 314, 29, 134	4	333	1, 1, 1, 0	0	0.929577464789	1.0	198	198	441
333, 314, 29, 153	4	333	1, 1, 1, 0	0	0.917057902973	1.0	190	190	449
333, 314, 29, 176	4	333	1, 1, 1, 0	0	0.921752738654	1.0	193	193	446
333, 314, 29, 178	4	333	1, 1, 1, 0	0	0.921752738654	1.0	193	193	446
333, 314, 29, 281	4	333	1, 1, 1, 1	0	0.949921752739	1.0	211	211	428
333, 314, 29, 372	4	333	1, 1, 1, 0	0	0.917057902973	1.0	190	190	449
333, 314, 29, 53	4	333	1, 1, 1, 1	0	0.948356807512	1.0	210	210	429
333, 314, 51, 134	4	333	1, 1, 0, 0	0	0.829420970266	1.0	184	184	455
333, 314, 51, 153	4	333	1, 1, 0, 0	0	0.816901408451	1.0	176	176	463
333, 314, 51, 176	4	333	1, 1, 0, 0	0	0.821596244131	1.0	179	179	460
333, 314, 51, 178	4	333	1, 1, 0, 0	0	0.821596244131	1.0	179	179	460
333, 314, 51, 281	4	333	1, 1, 0, 1	0	0.851330203443	1.0	198	198	441
333, 314, 51, 29	4	333	1, 1, 0, 1	0	0.856025039124	1.0	201	201	438
333, 314, 51, 372	4	333	1, 1, 0, 0	0	0.816901408451	1.0	176	176	463
333, 314, 51, 53	4	333	1, 1, 0, 1	0	0.849765258216	1.0	197	197	442
333, 314, 53, 134	4	333	1, 1, 1, 0	0	0.917057902973	1.0	194	194	445
333, 314, 53, 153	4	333	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
333, 314, 53, 162	4	333	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
333, 314, 53, 176	4	333	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
333, 314, 53, 178	4	333	1, 1, 1, 0	0	0.909233176839	1.0	189	189	450
333, 314, 53, 202	4	333	1, 1, 1, 0	0	0.928012519562	1.0	201	201	438
333, 314, 53, 297	4	333	1, 1, 1, 0	0	0.906103286385	1.0	187	187	452
333, 314, 53, 372	4	333	1, 1, 1, 0	0	0.904538341158	1.0	186	186	453
333, 53, 110, 134	4	333	1, 1, 1, 0	0	0.892018779343	1.0	186	186	453
333, 53, 110, 153	4	333	1, 1, 1, 0	0	0.879499217527	1.0	178	178	461
333, 53, 110, 176	4	333	1, 1, 1, 0	0	0.884194053208	1.0	181	181	458
333, 53, 110, 178	4	333	1, 1, 1, 0	0	0.884194053208	1.0	181	181	458
333, 53, 110, 181	4	333	1, 1, 1, 0	0	0.879499217527	1.0	178	178	461
333, 53, 110, 233	4	333	1, 1, 1, 0	0	0.892018779343	1.0	186	186	453
333, 53, 110, 372	4	333	1, 1, 1, 0	0	0.879499217527	1.0	178	178	461
333, 53, 153, 134	4	333	1, 1, 0, 0	0	0.790297339593	1.0	166	166	473
333, 53, 153, 176	4	333	1, 1, 0, 0	0	0.782472613459	1.0	161	161	478
333, 53, 153, 178	4	333	1, 1, 0, 0	0	0.782472613459	1.0	161	161	478
333, 53, 153, 372	4	333	1, 1, 0, 0	0	0.777777777778	1.0	158	158	481
333, 53, 153, 55	4	333	1, 1, 0, 1	0	0.769953051643	1.0	153	153	486
333, 53, 176, 134	4	333	1, 1, 0, 0	0	0.794992175274	1.0	169	169	470
333, 53, 176, 178	4	333	1, 1, 0, 0	0	0.787167449139	1.0	164	164	475
333, 53, 176, 372	4	333	1, 1, 0, 0	0	0.782472613459	1.0	161	161	478
333, 53, 178, 134	4	333	1, 1, 0, 0	0	0.794992175274	1.0	169	169	470
333, 53, 178, 372	4	333	1, 1, 0, 0	0	0.782472613459	1.0	161	161	478
333, 53, 281, 134	4	333	1, 1, 1, 0	0	0.895148669797	1.0	187	187	452
333, 53, 281, 153	4	333	1, 1, 1, 0	0	0.882629107981	1.0	179	179	460
333, 53, 281, 176	4	333	1, 1, 1, 0	0	0.887323943662	1.0	182	182	457
333, 53, 281, 178	4	333	1, 1, 1, 0	0	0.887323943662	1.0	182	182	457
333, 53, 281, 372	4	333	1, 1, 1, 0	0	0.882629107981	1.0	179	179	460
333, 53, 281, 70	4	333	1, 1, 1, 0	0	0.892018779343	1.0	185	185	454
333, 53, 51, 134	4	333	1, 1, 0, 0	0	0.807511737089	1.0	177	177	462
333, 53, 51, 153	4	333	1, 1, 0, 0	0	0.794992175274	1.0	169	169	470
333, 53, 51, 176	4	333	1, 1, 0, 0	0	0.799687010955	1.0	172	172	467
333, 53, 51, 178	4	333	1, 1, 0, 0	0	0.799687010955	1.0	172	172	467
333, 53, 51, 281	4	333	1, 1, 0, 1	0	0.827856025039	1.0	190	190	449
333, 53, 51, 372	4	333	1, 1, 0, 0	0	0.794992175274	1.0	169	169	470
372, 110, 176, 178	4	372	0, 1, 0, 0	1	0.765258215962	1.0	127	127	512
372, 110, 19, 190	4	372	0, 1, 1, 0	0	0.758998435055	1.0	153	153	486
372, 110, 29, 134	4	372	0, 1, 1, 0	0	0.758998435055	1.0	156	156	483
372, 110, 29, 153	4	372	0, 1, 1, 0	0	0.746478873239	1.0	148	148	491
372, 110, 29, 176	4	372	0, 1, 1, 0	0	0.75117370892	1.0	151	151	488
372, 110, 29, 178	4	372	0, 1, 1, 0	0	0.75117370892	1.0	151	151	488
372, 110, 333, 178	4	372	0, 1, 1, 0	0	0.779342723005	1.0	160	160	479
372, 110, 53, 153	4	372	0, 1, 1, 0	0	0.73082942097	1.0	143	143	496
372, 110, 53, 176	4	372	0, 1, 1, 0	0	0.735524256651	1.0	146	146	493
372, 110, 53, 181	4	372	0, 1, 1, 0	0	0.73082942097	1.0	143	143	496
372, 134, 110, 153	4	372	0, 0, 1, 0	1	0.768388106416	1.0	129	129	510
372, 134, 110, 178	4	372	0, 0, 1, 0	1	0.773082942097	1.0	132	132	507
372, 134, 153, 178	4	372	0, 0, 0, 0	1	0.81220657277	1.0	111	111	528
372, 134, 153, 281	4	372	0, 0, 0, 1	1	0.768388106416	1.0	130	130	509
372, 134, 153, 29	4	372	0, 0, 0, 1	1	0.768388106416	1.0	135	135	504
372, 134, 153, 304	4	372	0, 0, 0, 1	1	0.768388106416	1.0	142	142	497
372, 134, 153, 55	4	372	0, 0, 0, 1	1	0.768388106416	1.0	124	124	515
372, 134, 176, 153	4	372	0, 0, 0, 0	1	0.81220657277	1.0	111	111	528
372, 134, 176, 205	4	372	0, 0, 0, 1	1	0.773082942097	1.0	127	127	512
372, 134, 178, 131	4	372	0, 0, 0, 1	1	0.773082942097	1.0	133	133	506
372, 134, 178, 27	4	372	0, 0, 0, 1	1	0.773082942097	1.0	150	150	489
372, 134, 19, 153	4	372	0, 0, 1, 0	1	0.768388106416	1.0	139	139	500
372, 134, 19, 176	4	372	0, 0, 1, 0	1	0.773082942097	1.0	142	142	497
372, 134, 19, 178	4	372	0, 0, 1, 0	1	0.773082942097	1.0	142	142	497
372, 134, 314, 176	4	372	0, 0, 1, 0	1	0.773082942097	1.0	140	140	499
372, 134, 333, 176	4	372	0, 0, 1, 0	1	0.773082942097	1.0	147	147	492
372, 134, 53, 153	4	372	0, 0, 1, 0	1	0.768388106416	1.0	131	131	508
372, 134, 53, 176	4	372	0, 0, 1, 0	1	0.773082942097	1.0	134	134	505
372, 134, 53, 178	4	372	0, 0, 1, 0	1	0.773082942097	1.0	134	134	505
372, 153, 178, 136	4	372	0, 0, 0, 1	1	0.760563380282	1.0	125	125	514
372, 153, 178, 257	4	372	0, 0, 0, 1	1	0.760563380282	1.0	120	120	519
372, 153, 281, 55	4	372	0, 0, 1, 1	1	0.716744913928	1.0	129	129	510
372, 153, 51, 126	4	372	0, 0, 0, 1	1	0.773082942097	1.0	140	140	499
372, 153, 51, 176	4	372	0, 0, 0, 0	1	0.816901408451	1.0	114	114	525
372, 153, 51, 281	4	372	0, 0, 0, 1	1	0.773082942097	1.0	133	133	506
372, 153, 51, 304	4	372	0, 0, 0, 1	1	0.773082942097	1.0	145	145	494
372, 153, 51, 55	4	372	0, 0, 0, 1	1	0.773082942097	1.0	127	127	512
372, 176, 29, 134	4	372	0, 0, 1, 0	1	0.773082942097	1.0	138	138	501
372, 176, 29, 153	4	372	0, 0, 1, 0	1	0.760563380282	1.0	130	130	509
372, 176, 29, 178	4	372	0, 0, 1, 0	1	0.765258215962	1.0	133	133	506
372, 178, 176, 19	4	372	0, 0, 0, 1	1	0.765258215962	1.0	137	137	502
372, 178, 176, 281	4	372	0, 0, 0, 1	1	0.765258215962	1.0	128	128	511
372, 178, 176, 296	4	372	0, 0, 0, 1	1	0.765258215962	1.0	129	129	510
372, 178, 281, 153	4	372	0, 0, 1, 0	1	0.760563380282	1.0	125	125	514
372, 178, 29, 134	4	372	0, 0, 1, 0	1	0.773082942097	1.0	138	138	501
372, 178, 29, 153	4	372	0, 0, 1, 0	1	0.760563380282	1.0	130	130	509
372, 178, 51, 134	4	372	0, 0, 0, 0	1	0.829420970266	1.0	122	122	517
372, 178, 51, 153	4	372	0, 0, 0, 0	1	0.816901408451	1.0	114	114	525
372, 178, 51, 176	4	372	0, 0, 0, 0	1	0.821596244131	1.0	117	117	522
372, 178, 51, 182	4	372	0, 0, 0, 1	1	0.777777777778	1.0	153	153	486
372, 178, 51, 281	4	372	0, 0, 0, 1	1	0.777777777778	1.0	136	136	503
372, 178, 51, 29	4	372	0, 0, 0, 1	1	0.777777777778	1.0	141	141	498
372, 178, 51, 304	4	372	0, 0, 0, 1	1	0.777777777778	1.0	148	148	491
372, 178, 51, 314	4	372	0, 0, 0, 1	1	0.777777777778	1.0	143	143	496
372, 178, 51, 53	4	372	0, 0, 0, 1	1	0.777777777778	1.0	137	137	502
372, 178, 51, 89	4	372	0, 0, 0, 1	1	0.777777777778	1.0	137	137	502
372, 19, 178, 153	4	372	0, 1, 0, 0	1	0.760563380282	1.0	134	134	505
372, 19, 281, 107	4	372	0, 1, 1, 0	0	0.774647887324	1.0	162	162	477
372, 19, 281, 134	4	372	0, 1, 1, 0	0	0.77151799687	1.0	160	160	479
372, 19, 281, 151	4	372	0, 1, 1, 0	0	0.760563380282	1.0	153	153	486
372, 19, 281, 176	4	372	0, 1, 1, 0	0	0.763693270736	1.0	155	155	484
372, 19, 281, 300	4	372	0, 1, 1, 0	0	0.766823161189	1.0	157	157	482
372, 19, 281, 59	4	372	0, 1, 1, 0	0	0.793427230047	1.0	174	174	465
372, 19, 29, 134	4	372	0, 1, 1, 0	0	0.787167449139	1.0	165	165	474
372, 19, 29, 153	4	372	0, 1, 1, 0	0	0.774647887324	1.0	157	157	482
372, 19, 29, 178	4	372	0, 1, 1, 0	0	0.779342723005	1.0	160	160	479
372, 19, 51, 153	4	372	0, 1, 0, 0	1	0.773082942097	1.0	142	142	497
372, 19, 51, 176	4	372	0, 1, 0, 0	1	0.777777777778	1.0	145	145	494
372, 19, 51, 178	4	372	0, 1, 0, 0	1	0.777777777778	1.0	145	145	494
372, 281, 29, 134	4	372	0, 1, 1, 0	0	0.758998435055	1.0	156	156	483
372, 281, 29, 153	4	372	0, 1, 1, 0	0	0.746478873239	1.0	148	148	491
372, 281, 29, 176	4	372	0, 1, 1, 0	0	0.75117370892	1.0	151	151	488
372, 281, 53, 134	4	372	0, 1, 1, 0	0	0.746478873239	1.0	152	152	487
372, 281, 53, 153	4	372	0, 1, 1, 0	0	0.733959311424	1.0	144	144	495
372, 281, 53, 176	4	372	0, 1, 1, 0	0	0.738654147105	1.0	147	147	492
372, 304, 110, 100	4	372	0, 1, 1, 0	0	0.777777777778	1.0	161	161	478
372, 304, 110, 153	4	372	0, 1, 1, 0	0	0.768388106416	1.0	155	155	484
372, 304, 110, 176	4	372	0, 1, 1, 0	0	0.773082942097	1.0	158	158	481
372, 304, 110, 325	4	372	0, 1, 1, 0	0	0.802816901408	1.0	177	177	462
372, 304, 19, 176	4	372	0, 1, 1, 0	0	0.804381846635	1.0	168	168	471
372, 304, 19, 371	4	372	0, 1, 1, 0	0	0.81220657277	1.0	173	173	466
372, 304, 281, 176	4	372	0, 1, 1, 0	0	0.776212832551	1.0	159	159	480
372, 304, 281, 320	4	372	0, 1, 1, 0	0	0.768388106416	1.0	154	154	485
372, 304, 281, 98	4	372	0, 1, 1, 0	0	0.769953051643	1.0	155	155	484
372, 304, 29, 153	4	372	0, 1, 1, 0	0	0.787167449139	1.0	161	161	478
372, 304, 29, 178	4	372	0, 1, 1, 0	0	0.79186228482	1.0	164	164	475
372, 304, 53, 134	4	372	0, 1, 1, 0	0	0.787167449139	1.0	165	165	474
372, 304, 53, 176	4	372	0, 1, 1, 0	0	0.779342723005	1.0	160	160	479
372, 314, 153, 134	4	372	0, 1, 0, 0	1	0.768388106416	1.0	137	137	502
372, 314, 153, 176	4	372	0, 1, 0, 0	1	0.760563380282	1.0	132	132	507
372, 314, 176, 178	4	372	0, 1, 0, 0	1	0.765258215962	1.0	135	135	504
372, 314, 19, 134	4	372	0, 1, 1, 0	0	0.793427230047	1.0	167	167	472
372, 314, 19, 153	4	372	0, 1, 1, 0	0	0.780907668232	1.0	159	159	480
372, 314, 19, 176	4	372	0, 1, 1, 0	0	0.785602503912	1.0	162	162	477
372, 314, 19, 178	4	372	0, 1, 1, 0	0	0.785602503912	1.0	162	162	477
372, 314, 19, 280	4	372	0, 1, 1, 0	0	0.769953051643	1.0	152	152	487
372, 314, 281, 134	4	372	0, 1, 1, 0	0	0.768388106416	1.0	159	159	480
372, 314, 29, 134	4	372	0, 1, 1, 0	0	0.780907668232	1.0	163	163	476
372, 314, 29, 153	4	372	0, 1, 1, 0	0	0.768388106416	1.0	155	155	484
372, 314, 29, 178	4	372	0, 1, 1, 0	0	0.773082942097	1.0	158	158	481
372, 314, 51, 134	4	372	0, 1, 0, 0	1	0.785602503912	1.0	148	148	491
